locus_tag	ftype	length_bp	gene	EC_number	COG	product
IDDCBLLE_00331	tRNA	77				tRNA-Val(gac)
IDDCBLLE_00332	CDS	1059	yscU			Yop proteins translocation protein U
IDDCBLLE_00333	CDS	780	spaR_1		COG4791	Surface presentation of antigens protein SpaR
IDDCBLLE_00334	CDS	267				hypothetical protein
IDDCBLLE_00335	CDS	648	spaP_1		COG4790	Surface presentation of antigens protein SpaP
IDDCBLLE_00336	CDS	969				hypothetical protein
IDDCBLLE_00337	CDS	375				hypothetical protein
IDDCBLLE_00338	CDS	432				hypothetical protein
IDDCBLLE_00339	CDS	1302	ssaN	7.1.2.2	COG1157	putative secretion system apparatus ATP synthase SsaN
IDDCBLLE_00340	CDS	2046	ssaV		COG4789	Secretion system apparatus protein SsaV
IDDCBLLE_00341	CDS	369				hypothetical protein
IDDCBLLE_00342	CDS	993				hypothetical protein
IDDCBLLE_00343	CDS	675				hypothetical protein
IDDCBLLE_00344	CDS	252				hypothetical protein
IDDCBLLE_00345	CDS	750	yscJ			Yop proteins translocation lipoprotein J
IDDCBLLE_00346	CDS	264				hypothetical protein
IDDCBLLE_00347	CDS	291				hypothetical protein
IDDCBLLE_00348	CDS	216				hypothetical protein
IDDCBLLE_00349	CDS	690				hypothetical protein
IDDCBLLE_00350	CDS	783				hypothetical protein
IDDCBLLE_00351	CDS	429				hypothetical protein
IDDCBLLE_00352	CDS	417				hypothetical protein
IDDCBLLE_00353	CDS	588	sseD			Secreted effector protein SseD
IDDCBLLE_00354	CDS	1455	sseC		COG5613	Secreted effector protein SseC
IDDCBLLE_00355	CDS	474				hypothetical protein
IDDCBLLE_00356	CDS	591	sseB			Secreted effector protein SseB
IDDCBLLE_00357	CDS	324	sseA_1			Type III secretion system chaperone SseA
IDDCBLLE_00358	CDS	243				hypothetical protein
IDDCBLLE_00359	CDS	1212				hypothetical protein
IDDCBLLE_00360	CDS	1494	sctC_1			Type 3 secretion system secretin
IDDCBLLE_00361	CDS	384	spiC			Salmonella pathogenicity island 2 protein C
IDDCBLLE_00362	CDS	2763	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
IDDCBLLE_00363	CDS	639	nreC		COG2197	Oxygen regulatory protein NreC
IDDCBLLE_00364	CDS	243	mlrA_1		COG0789	HTH-type transcriptional regulator MlrA
IDDCBLLE_00365	CDS	471	mlrA_2		COG0789	HTH-type transcriptional regulator MlrA
IDDCBLLE_00366	CDS	960				hypothetical protein
IDDCBLLE_00367	CDS	213	fumD	4.2.1.2		Fumarase D
IDDCBLLE_00368	CDS	621	ttrR		COG4566	Tetrathionate response regulatory protein TtrR
IDDCBLLE_00369	CDS	1779	ttrS	2.7.13.3	COG0642	Tetrathionate sensor histidine kinase TtrS
IDDCBLLE_00370	CDS	735	ttrB		COG0437	Tetrathionate reductase subunit B
IDDCBLLE_00371	CDS	1023	ttrC			Tetrathionate reductase subunit C
IDDCBLLE_00372	CDS	3063	ttrA	1.8.-.-	COG0243	Tetrathionate reductase subunit A
IDDCBLLE_00373	CDS	1227	RBKS_1	2.7.1.15		Ribokinase
IDDCBLLE_00374	CDS	738				hypothetical protein
IDDCBLLE_00375	CDS	894	laaA	3.5.1.101		L-amino acid amidase
IDDCBLLE_00376	CDS	1344	puuP		COG0531	Putrescine importer PuuP
IDDCBLLE_00377	CDS	1413	pykF	2.7.1.40	COG0469	Pyruvate kinase I
IDDCBLLE_00378	CDS	237	lpp1			Major outer membrane lipoprotein Lpp 1
IDDCBLLE_00379	CDS	216				hypothetical protein
IDDCBLLE_00380	CDS	1002	ynhG	2.-.-.-	COG1376	putative L,D-transpeptidase YnhG
IDDCBLLE_00381	CDS	417	sufE		COG2166	Cysteine desulfuration protein SufE
IDDCBLLE_00382	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase
IDDCBLLE_00383	CDS	1272	sufD		COG0719	FeS cluster assembly protein SufD
IDDCBLLE_00384	CDS	747	sufC		COG0396	putative ATP-dependent transporter SufC
IDDCBLLE_00385	CDS	1488	sufB		COG0719	FeS cluster assembly protein SufB
IDDCBLLE_00386	CDS	369	sufA		COG0316	Protein SufA
IDDCBLLE_00387	CDS	1347	tcyP_1		COG1823	L-cystine uptake protein TcyP
IDDCBLLE_00388	CDS	189				hypothetical protein
IDDCBLLE_00389	CDS	411	menI	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
IDDCBLLE_00390	CDS	3057			COG0247	putative protein
IDDCBLLE_00391	CDS	1119	ydiK		COG0628	Putative transport protein YdiK
IDDCBLLE_00392	CDS	360				hypothetical protein
IDDCBLLE_00393	CDS	1143	ydiM			Inner membrane transport protein YdiM
IDDCBLLE_00394	CDS	1236	ydiN			Inner membrane transport protein YdiN
IDDCBLLE_00395	CDS	867	ydiB	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
IDDCBLLE_00396	CDS	759	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
IDDCBLLE_00397	CDS	1596	ydiF	2.8.3.8	COG4670	Acetate CoA-transferase YdiF
IDDCBLLE_00398	CDS	1152	caiA_1	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
IDDCBLLE_00399	CDS	585	rhaS_1			HTH-type transcriptional activator RhaS
IDDCBLLE_00400	CDS	765	fixA_1		COG2086	Protein FixA
IDDCBLLE_00401	CDS	936	fixB_1		COG2025	Protein FixB
IDDCBLLE_00402	CDS	1287	dadA_1	1.4.99.-		D-amino acid dehydrogenase
IDDCBLLE_00403	CDS	294	fixX_1		COG2440	Ferredoxin-like protein FixX
IDDCBLLE_00404	CDS	1641	fadK	6.2.1.-	COG0318	Medium-chain fatty-acid--CoA ligase
IDDCBLLE_00405	CDS	2379	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
IDDCBLLE_00406	CDS	834	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
IDDCBLLE_00407	CDS	1047	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
IDDCBLLE_00408	CDS	192	ydiE		COG4256	putative protein YdiE
IDDCBLLE_00409	CDS	1443	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
IDDCBLLE_00410	CDS	714	ydiV_2		COG2200	Anti-FlhC(2)FlhD(4) factor YdiV
IDDCBLLE_00411	CDS	465	mepS_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
IDDCBLLE_00412	CDS	750	btuD_2	7.6.2.8	COG4138	Vitamin B12 import ATP-binding protein BtuD
IDDCBLLE_00413	CDS	552	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
IDDCBLLE_00414	CDS	981	btuC		COG4139	Vitamin B12 import system permease protein BtuC
IDDCBLLE_00415	CDS	300	ihfA		COG0776	Integration host factor subunit alpha
IDDCBLLE_00416	CDS	2388	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
IDDCBLLE_00417	CDS	984	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
IDDCBLLE_00418	CDS	357	rplT		COG0292	50S ribosomal protein L20
IDDCBLLE_00419	CDS	198	rpmI		COG0291	50S ribosomal protein L35
IDDCBLLE_00420	CDS	435	infC		COG0290	Translation initiation factor IF-3
IDDCBLLE_00421	CDS	1929	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
IDDCBLLE_00422	CDS	1224				hypothetical protein
IDDCBLLE_00423	CDS	855	nucA	3.1.30.2		Nuclease
IDDCBLLE_00424	CDS	249				hypothetical protein
IDDCBLLE_00425	CDS	960				hypothetical protein
IDDCBLLE_00426	CDS	759				hypothetical protein
IDDCBLLE_00427	CDS	933	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
IDDCBLLE_00428	CDS	291				hypothetical protein
IDDCBLLE_00429	CDS	861		2.7.1.-		putative ketoamine kinase
IDDCBLLE_00430	CDS	537				hypothetical protein
IDDCBLLE_00431	CDS	669	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
IDDCBLLE_00432	CDS	600	ydjM		COG1988	Inner membrane protein YdjM
IDDCBLLE_00433	CDS	1392	tcyP_2		COG1823	L-cystine uptake protein TcyP
IDDCBLLE_00434	CDS	243	cedA			Cell division activator CedA
IDDCBLLE_00435	CDS	2253	katE	1.11.1.6	COG0753	Catalase HPII
IDDCBLLE_00436	CDS	759	chbG	3.5.1.105	COG3394	Chitooligosaccharide deacetylase ChbG
IDDCBLLE_00437	CDS	1356	chbF	3.2.1.86	COG1486	6-phospho-beta-glucosidase
IDDCBLLE_00438	CDS	840	chbR			HTH-type transcriptional regulator ChbR
IDDCBLLE_00439	CDS	348	chbA		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
IDDCBLLE_00440	CDS	1359	chbC		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
IDDCBLLE_00441	CDS	321	chbB	2.7.1.196	COG1440	PTS system N,N'-diacetylchitobiose-specific EIIB component
IDDCBLLE_00442	CDS	342	osmE			Osmotically-inducible putative lipoprotein OsmE
IDDCBLLE_00443	CDS	828	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
IDDCBLLE_00444	CDS	882	cho	3.1.25.-	COG0322	Excinuclease cho
IDDCBLLE_00445	CDS	486	spy		COG3678	Periplasmic chaperone Spy
IDDCBLLE_00446	CDS	216				hypothetical protein
IDDCBLLE_00447	CDS	969	astE	3.5.1.96	COG2988	Succinylglutamate desuccinylase
IDDCBLLE_00448	CDS	1344	astB	3.5.3.23	COG3724	N-succinylarginine dihydrolase
IDDCBLLE_00449	CDS	1179	astD_1	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
IDDCBLLE_00450	CDS	99	astD_2	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
IDDCBLLE_00451	CDS	1035	astA	2.3.1.109	COG3138	Arginine N-succinyltransferase
IDDCBLLE_00452	CDS	1227	astC	2.6.1.81	COG4992	Succinylornithine transaminase
IDDCBLLE_00453	CDS	807	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
IDDCBLLE_00454	CDS	417	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
IDDCBLLE_00455	CDS	276				hypothetical protein
IDDCBLLE_00456	CDS	1344	gdhA_1	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
IDDCBLLE_00457	CDS	1950	topB_1	5.6.2.1	COG0550	DNA topoisomerase 3
IDDCBLLE_00458	CDS	1044	selD	2.7.9.3	COG0709	Selenide, water dikinase
IDDCBLLE_00459	CDS	552	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
IDDCBLLE_00460	CDS	1857	sppA	3.4.21.-	COG0616	Protease 4
IDDCBLLE_00461	CDS	1089	ansA	3.5.1.1	COG0252	L-asparaginase 1
IDDCBLLE_00462	CDS	657	pncA	3.5.1.19	COG1335	Nicotinamidase
IDDCBLLE_00463	CDS	1359	ydjE_1			Inner membrane metabolite transport protein YdjE
IDDCBLLE_00464	CDS	759	ydjF_1		COG1349	putative HTH-type transcriptional regulator YdjF
IDDCBLLE_00465	CDS	984	ydjG	1.1.1.-	COG0667	NADH-specific methylglyoxal reductase
IDDCBLLE_00466	CDS	948	ydjH_1	2.7.1.-	COG0524	putative sugar kinase YdjH
IDDCBLLE_00467	CDS	837	ydjI		COG0191	putative protein YdjI
IDDCBLLE_00468	CDS	1044	ydjJ	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YdjJ
IDDCBLLE_00469	CDS	1380	ydjE_2			Inner membrane metabolite transport protein YdjE
IDDCBLLE_00470	CDS	1077		1.1.1.301		D-arabitol-phosphate dehydrogenase
IDDCBLLE_00471	CDS	279				hypothetical protein
IDDCBLLE_00472	CDS	414	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
IDDCBLLE_00473	CDS	996	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
IDDCBLLE_00474	CDS	885	yeaD	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
IDDCBLLE_00475	CDS	849		1.-.-.-	COG0667	putative oxidoreductase
IDDCBLLE_00476	CDS	1197	chuR_1	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
IDDCBLLE_00477	CDS	747	mipA		COG3713	MltA-interacting protein
IDDCBLLE_00478	CDS	1935				hypothetical protein
IDDCBLLE_00479	CDS	1287				hypothetical protein
IDDCBLLE_00480	CDS	1494	dgcJ	2.7.7.65	COG2199	putative diguanylate cyclase DgcJ
IDDCBLLE_00481	CDS	528				hypothetical protein
IDDCBLLE_00482	CDS	108				hypothetical protein
IDDCBLLE_00483	CDS	447				hypothetical protein
IDDCBLLE_00484	CDS	795	nimR			HTH-type transcriptional regulator NimR
IDDCBLLE_00485	tRNA	94				tRNA-Gln(ttg)
IDDCBLLE_00486	CDS	348				hypothetical protein
IDDCBLLE_00487	CDS	312				hypothetical protein
IDDCBLLE_00488	CDS	252				hypothetical protein
IDDCBLLE_00489	CDS	249				hypothetical protein
IDDCBLLE_00490	CDS	642				hypothetical protein
IDDCBLLE_00491	CDS	183	yoaG			Protein YoaG
IDDCBLLE_00492	CDS	363	yeaR_1		COG3615	putative protein YeaR
IDDCBLLE_00493	CDS	639	leuE		COG1280	Leucine efflux protein
IDDCBLLE_00494	CDS	546	aroQ	5.4.99.5	COG1605	Monofunctional chorismate mutase
IDDCBLLE_00495	CDS	249				hypothetical protein
IDDCBLLE_00496	CDS	849	bluR		COG0789	HTH-type transcriptional repressor BluR
IDDCBLLE_00497	CDS	594				hypothetical protein
IDDCBLLE_00498	CDS	789	ant1	2.7.7.47		Streptomycin 3''-adenylyltransferase
IDDCBLLE_00499	CDS	651	zinT		COG3443	Metal-binding protein ZinT
IDDCBLLE_00500	tRNA	77				tRNA-Arg(tct)
IDDCBLLE_00501	CDS	327	yhjQ		COG1145	putative cysteine-rich protein YhjQ
IDDCBLLE_00502	CDS	1134				hypothetical protein
IDDCBLLE_00503	CDS	591	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
IDDCBLLE_00504	CDS	798	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IDDCBLLE_00505	CDS	813	dppC_1		COG1173	Dipeptide transport system permease protein DppC
IDDCBLLE_00506	CDS	975	dppB_1		COG0601	Dipeptide transport system permease protein DppB
IDDCBLLE_00507	CDS	1587				hypothetical protein
IDDCBLLE_00508	CDS	315				hypothetical protein
IDDCBLLE_00509	CDS	531	yodB		COG3038	Cytochrome b561 
IDDCBLLE_00510	CDS	783				hypothetical protein
IDDCBLLE_00511	CDS	261				hypothetical protein
IDDCBLLE_00512	CDS	468	ibpA_1		COG0071	Small heat shock protein IbpA
IDDCBLLE_00513	CDS	174				hypothetical protein
IDDCBLLE_00514	CDS	345				hypothetical protein
IDDCBLLE_00515	tRNA	77				tRNA-Arg(cct)
IDDCBLLE_00516	CDS	558	ail_1		COG3637	Attachment invasion locus protein
IDDCBLLE_00517	CDS	264				hypothetical protein
IDDCBLLE_00518	CDS	522				hypothetical protein
IDDCBLLE_00519	CDS	240				hypothetical protein
IDDCBLLE_00520	CDS	681				hypothetical protein
IDDCBLLE_00521	CDS	207				hypothetical protein
IDDCBLLE_00522	CDS	1125				hypothetical protein
IDDCBLLE_00523	CDS	1251	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
IDDCBLLE_00524	CDS	738	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
IDDCBLLE_00525	CDS	330				hypothetical protein
IDDCBLLE_00526	CDS	462	nudJ	3.6.1.-	COG0494	Phosphatase NudJ
IDDCBLLE_00527	CDS	1107	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
IDDCBLLE_00528	CDS	642	hflD		COG2915	High frequency lysogenization protein HflD
IDDCBLLE_00529	CDS	1371	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
IDDCBLLE_00530	CDS	675	phoP			Virulence transcriptional regulatory protein PhoP
IDDCBLLE_00531	CDS	1464	phoQ	2.7.13.3	COG0642	Virulence sensor histidine kinase PhoQ
IDDCBLLE_00532	CDS	1122	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
IDDCBLLE_00533	CDS	1335				hypothetical protein
IDDCBLLE_00534	CDS	1230	pepT	3.4.11.4	COG2195	Peptidase T
IDDCBLLE_00535	CDS	1137	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
IDDCBLLE_00536	CDS	864	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
IDDCBLLE_00537	CDS	1011	sifA			Secreted effector protein SifA
IDDCBLLE_00538	CDS	780	ydcV_1			Inner membrane ABC transporter permease protein YdcV
IDDCBLLE_00539	CDS	1047	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
IDDCBLLE_00540	CDS	822	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
IDDCBLLE_00541	CDS	912	nagK_1	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
IDDCBLLE_00542	CDS	1245	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
IDDCBLLE_00543	CDS	702	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
IDDCBLLE_00544	CDS	1200	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
IDDCBLLE_00545	CDS	3447	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
IDDCBLLE_00546	CDS	966	ycfS	2.-.-.-	COG1376	putative L,D-transpeptidase YcfS
IDDCBLLE_00547	CDS	258	bhsA			Multiple stress resistance protein BhsA
IDDCBLLE_00548	CDS	636	comR			HTH-type transcriptional repressor ComR
IDDCBLLE_00549	CDS	540				hypothetical protein
IDDCBLLE_00550	CDS	1305	ndh	1.6.99.3	COG1252	NADH dehydrogenase
IDDCBLLE_00551	CDS	543				hypothetical protein
IDDCBLLE_00552	CDS	1026	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
IDDCBLLE_00553	CDS	825	thiK	2.7.1.89	COG0510	Thiamine kinase
IDDCBLLE_00554	CDS	639	lpoB		COG3417	Penicillin-binding protein activator LpoB
IDDCBLLE_00555	CDS	375				hypothetical protein
IDDCBLLE_00556	CDS	378	hinT	3.9.1.-	COG0537	Purine nucleoside phosphoramidase
IDDCBLLE_00557	CDS	2175	fhuE		COG4773	FhuE receptor
IDDCBLLE_00558	CDS	1434	ptsG		COG1263	PTS system glucose-specific EIICB component
IDDCBLLE_00559	CDS	798	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
IDDCBLLE_00560	CDS	1005	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
IDDCBLLE_00561	CDS	642	tmk	2.7.4.9	COG0125	Thymidylate kinase
IDDCBLLE_00562	CDS	1023	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
IDDCBLLE_00563	CDS	810	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
IDDCBLLE_00564	CDS	1242	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
IDDCBLLE_00565	CDS	237	acpP_1			Acyl carrier protein
IDDCBLLE_00566	CDS	735	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
IDDCBLLE_00567	CDS	930	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
IDDCBLLE_00568	CDS	954	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
IDDCBLLE_00569	CDS	1050	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
IDDCBLLE_00570	CDS	174	rpmF		COG0333	50S ribosomal protein L32
IDDCBLLE_00571	CDS	522	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
IDDCBLLE_00572	CDS	585	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
IDDCBLLE_00573	CDS	225				hypothetical protein
IDDCBLLE_00574	CDS	261				hypothetical protein
IDDCBLLE_00575	CDS	282				hypothetical protein
IDDCBLLE_00576	CDS	1044	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
IDDCBLLE_00577	CDS	3207	rne	3.1.26.12	COG1530	Ribonuclease E
IDDCBLLE_00578	CDS	954	flgL		COG1344	Flagellar hook-associated protein 3
IDDCBLLE_00579	CDS	1662	flgK		COG1256	Flagellar hook-associated protein 1
IDDCBLLE_00580	CDS	951	flgJ	3.2.1.-	COG1705	Peptidoglycan hydrolase FlgJ
IDDCBLLE_00581	CDS	1098	flgI			Flagellar P-ring protein
IDDCBLLE_00582	CDS	666	flgH			Flagellar L-ring protein
IDDCBLLE_00583	CDS	783	flgG		COG4786	Flagellar basal-body rod protein FlgG
IDDCBLLE_00584	CDS	756	flgF		COG4787	Flagellar basal-body rod protein FlgF
IDDCBLLE_00585	CDS	1212	flgE		COG1749	Flagellar hook protein FlgE
IDDCBLLE_00586	CDS	699	flgD		COG1843	Basal-body rod modification protein FlgD
IDDCBLLE_00587	CDS	405	flgC		COG1558	Flagellar basal-body rod protein FlgC
IDDCBLLE_00588	CDS	417	flgB		COG1815	Flagellar basal body rod protein FlgB
IDDCBLLE_00589	CDS	660	flgA		COG1261	Flagella basal body P-ring formation protein FlgA
IDDCBLLE_00590	CDS	294	flgM		COG2747	Negative regulator of flagellin synthesis
IDDCBLLE_00591	CDS	423	flgN		COG3418	Flagella synthesis protein FlgN
IDDCBLLE_00592	CDS	1575	murJ		COG0728	putative lipid II flippase MurJ
IDDCBLLE_00593	CDS	924	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
IDDCBLLE_00594	CDS	648				hypothetical protein
IDDCBLLE_00595	CDS	585	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
IDDCBLLE_00596	CDS	1209	mdtH			Multidrug resistance protein MdtH
IDDCBLLE_00597	CDS	648	grxB		COG2999	Glutaredoxin 2
IDDCBLLE_00598	CDS	561	yceB			putative lipoprotein YceB
IDDCBLLE_00599	CDS	1047	pyrC	3.5.2.3	COG0418	Dihydroorotase
IDDCBLLE_00600	CDS	246	dinI_1			DNA damage-inducible protein I
IDDCBLLE_00601	CDS	255	bssS			Biofilm regulator BssS
IDDCBLLE_00602	CDS	1119	solA	1.5.3.-	COG0665	N-methyl-L-tryptophan oxidase
IDDCBLLE_00603	CDS	114	yceO			putative protein YceO
IDDCBLLE_00604	CDS	573	yceJ		COG3038	Cytochrome b561 
IDDCBLLE_00605	CDS	576	yceI_2		COG2353	Protein YceI
IDDCBLLE_00606	CDS	1053				hypothetical protein
IDDCBLLE_00607	CDS	921	lpxL	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
IDDCBLLE_00608	CDS	1215	sbnD_1			Staphyloferrin B transporter
IDDCBLLE_00609	CDS	375				hypothetical protein
IDDCBLLE_00610	CDS	228				hypothetical protein
IDDCBLLE_00611	CDS	2544	mdoH	2.4.1.-	COG2943	Glucans biosynthesis glucosyltransferase H
IDDCBLLE_00612	CDS	1554	mdoG		COG3131	Glucans biosynthesis protein G
IDDCBLLE_00613	CDS	1155	mdoC	2.1.-.-		Glucans biosynthesis protein C
IDDCBLLE_00614	CDS	1485	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
IDDCBLLE_00615	CDS	540	ymdB	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
IDDCBLLE_00616	CDS	321	ymdA			putative protein YmdA
IDDCBLLE_00617	CDS	327	csgC			Curli assembly protein CsgC
IDDCBLLE_00618	CDS	456	csgA			Major curlin subunit
IDDCBLLE_00619	CDS	456	csgB			Minor curlin subunit
IDDCBLLE_00620	CDS	651	csgD		COG2771	putative csgAB operon transcriptional regulatory protein
IDDCBLLE_00621	CDS	396	csgE			Curli production assembly/transport component CsgE
IDDCBLLE_00622	CDS	417	csgF			Curli production assembly/transport component CsgF
IDDCBLLE_00623	CDS	834	csgG		COG1462	Curli production assembly/transport component CsgG
IDDCBLLE_00624	CDS	513	ycdZ			Inner membrane protein YcdZ
IDDCBLLE_00625	CDS	555	ycdY		COG3381	Chaperone protein YcdY
IDDCBLLE_00626	CDS	738	ycdX	3.1.3.-	COG1387	putative phosphatase YcdX
IDDCBLLE_00627	CDS	939	ghrA	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
IDDCBLLE_00628	tRNA	88				tRNA-Ser(gga)
IDDCBLLE_00629	CDS	150				hypothetical protein
IDDCBLLE_00630	CDS	1311				hypothetical protein
IDDCBLLE_00631	CDS	819				hypothetical protein
IDDCBLLE_00632	CDS	1008				hypothetical protein
IDDCBLLE_00633	CDS	150				hypothetical protein
IDDCBLLE_00634	CDS	570				hypothetical protein
IDDCBLLE_00635	CDS	1563				hypothetical protein
IDDCBLLE_00636	CDS	588				hypothetical protein
IDDCBLLE_00637	CDS	1080				hypothetical protein
IDDCBLLE_00638	CDS	414				hypothetical protein
IDDCBLLE_00639	CDS	534				hypothetical protein
IDDCBLLE_00640	CDS	1065				hypothetical protein
IDDCBLLE_00641	CDS	1341				hypothetical protein
IDDCBLLE_00642	CDS	1929				hypothetical protein
IDDCBLLE_00643	CDS	327				hypothetical protein
IDDCBLLE_00644	CDS	357				hypothetical protein
IDDCBLLE_00645	CDS	1497				hypothetical protein
IDDCBLLE_00646	CDS	165				hypothetical protein
IDDCBLLE_00647	CDS	561				hypothetical protein
IDDCBLLE_00648	CDS	513				hypothetical protein
IDDCBLLE_00649	CDS	405				hypothetical protein
IDDCBLLE_00650	CDS	324				hypothetical protein
IDDCBLLE_00651	CDS	201				hypothetical protein
IDDCBLLE_00652	CDS	1206				hypothetical protein
IDDCBLLE_00653	CDS	225				hypothetical protein
IDDCBLLE_00654	CDS	363				hypothetical protein
IDDCBLLE_00655	CDS	1242				hypothetical protein
IDDCBLLE_00656	CDS	183				hypothetical protein
IDDCBLLE_00657	CDS	1734				hypothetical protein
IDDCBLLE_00658	CDS	495				hypothetical protein
IDDCBLLE_00659	CDS	351				hypothetical protein
IDDCBLLE_00660	CDS	435				hypothetical protein
IDDCBLLE_00661	CDS	393				hypothetical protein
IDDCBLLE_00662	CDS	477				hypothetical protein
IDDCBLLE_00663	CDS	354				hypothetical protein
IDDCBLLE_00664	CDS	243				hypothetical protein
IDDCBLLE_00665	CDS	753				hypothetical protein
IDDCBLLE_00666	CDS	990				hypothetical protein
IDDCBLLE_00667	CDS	861				hypothetical protein
IDDCBLLE_00668	CDS	390	rusA_1	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
IDDCBLLE_00669	CDS	882	dam_1	2.1.1.72	COG0338	DNA adenine methylase
IDDCBLLE_00670	CDS	474				hypothetical protein
IDDCBLLE_00671	CDS	975				hypothetical protein
IDDCBLLE_00672	CDS	225				hypothetical protein
IDDCBLLE_00673	CDS	1143				hypothetical protein
IDDCBLLE_00674	CDS	555				hypothetical protein
IDDCBLLE_00675	CDS	225				hypothetical protein
IDDCBLLE_00676	CDS	696			COG2932	putative HTH-type transcriptional regulator
IDDCBLLE_00677	CDS	186				hypothetical protein
IDDCBLLE_00678	CDS	285				hypothetical protein
IDDCBLLE_00679	CDS	246				hypothetical protein
IDDCBLLE_00680	CDS	372				hypothetical protein
